Time (s),HRR (kW/m2),MLR (g/s),Specimen mass (g)
1008,13.6822692988046,-0.00940208333333814,71.608657
1009,13.525115207035402,-0.17926358333332798,71.74636600000001
1010,13.9973297555341,-0.0249989999999952,71.892915
1011,14.209852472354699,0.161542333333332,71.788476
1012,14.890407671062,0.0414084166666603,71.645549
1013,14.905795645202101,-0.0654682500000033,71.705946
1014,15.977377212119698,0.0221807499999992,71.729576
1015,16.0735976285988,0.0472017499999957,71.675073
1016,16.2062716538696,-0.0566315833333254,71.664734
1017,15.954431089946599,-0.010475333333325001,71.753631
1018,15.4345322104155,0.0569954166666603,71.678461
1019,15.0403124433112,0.0495497499999959,71.659185
1020,14.951555278076698,-0.0212395833333285,71.593111
1021,14.8732014973874,0.0804609166666665,71.665428
1022,14.6762427034381,-0.00786816666666823,71.47353000000001
1023,14.676749719591,-0.0335084166666597,71.668068
1024,14.230882794015802,0.0433480833333325,71.519813
1025,14.3037174062765,-0.131769750000006,71.63359100000001
1026,14.1768540784273,0.00463625000000079,71.71789100000001
1027,14.1585370628157,-0.0850681666666624,71.67145500000001
1028,13.659673892915,-0.14895250000000199,71.87836
1029,13.7138153277721,0.0926285833333319,71.896525
1030,13.305166058798099,0.16202150000000798,71.731021
1031,13.284967591289899,0.14603491666666502,71.604286
1032,13.3536677347347,-0.0823861666666694,71.484706
1033,13.561896789149802,0.10314374999999901,71.67842399999999
1034,14.056891257556,0.0284650833333361,71.335491
1035,13.897348870239801,-0.167522249999996,71.648291
1036,13.643472470269499,-0.00437258333333664,71.585223
1037,13.3098865034781,0.10068908333333501,71.666013
1038,13.366945430328801,0.0670005000000072,71.424796
1039,13.647936507707099,-0.17402375000000903,71.573144
1040,13.9474603239964,0.159880833333332,71.646277
1041,13.99703391187,0.0617325000000063,71.349576
1042,13.5872429367535,-0.15459175000000303,71.554822
1043,13.431999183533499,-0.0370973333333389,71.58229399999999
1044,13.5639931255975,-0.0734219166666676,71.65292
1045,13.8640050660128,0.0845398333333414,71.689192
1046,14.0405595899496,0.0575167500000037,71.528943
1047,13.7729362726919,-0.114334500000004,71.604956
1048,13.6182982511007,0.11212399999999902,71.66923299999999
1049,13.629400321866699,0.0933408333333314,71.439498
1050,14.010876011403502,-0.225945416666673,71.55076700000001
1051,14.124544211602002,-0.0628594999999971,71.77731800000001
1052,14.3647497887234,0.136819,71.660448
1053,13.869969596370499,0.101318249999994,71.562632
1054,13.5525521803976,0.0290613333333347,71.475107
1055,13.820545907335598,-0.0742369166666658,71.510409
1056,13.216018791239998,-0.0694787499999971,71.5914
1057,13.1641291127988,0.15033,71.602133
1058,13.0037002460342,0.000288333333338405,71.37515400000001
1059,13.0488092925192,-0.0508255833333304,71.584401
1060,12.921830307416402,0.00213149999999966,71.453004
1061,12.200361791432801,-0.122892583333336,71.615026
1062,12.013058909584801,-0.0023243333333387802,71.645732
1063,12.2969125445408,-0.0588441666666609,71.651514
1064,11.5828548703929,0.110412333333336,71.717016
1065,12.039971567594302,0.0826470833333275,71.479168
1066,12.072487738738598,-0.127934083333335,71.591912
1067,12.0638328934297,0.058137916666669995,71.642447
1068,11.490270579312698,0.17066608333334,71.488039
1069,11.7337242427795,0.13614541666666302,71.345839
1070,11.620470007426,-0.12185133333334301,71.267041
1071,11.1222352405055,-0.0341746666666651,71.508208
1072,11.244417708266802,0.0996806666666726,71.324775
1073,11.2303787761035,-0.169678250000005,71.397615
1074,11.3280804890861,-0.0484980833333376,71.57846500000001
1075,11.944555089818099,0.0234493333333414,71.501589
1076,12.450312541835,-0.13026808333333098,71.57459
1077,12.350890641034699,0.241437499999995,71.64800699999999
1078,12.3216048877441,0.209833750000006,71.186592
1079,12.298100997516901,-0.0684095000000002,71.294855
1080,13.333580315627401,-0.0842821666666763,71.267379
1081,14.0279077011241,-0.20132041666666797,71.473389
1082,12.6110918180384,-0.0431953333333261,71.60347800000001
1083,12.1993921072083,0.0628088333333399,71.567802
1084,12.086041901813099,0.0801418333333264,71.504339
1085,12.194403824995598,0.00384766666666181,71.433983
1086,12.2262547117837,-0.0695611666666617,71.494628
1087,12.4883934580101,-0.0036305833333377295,71.536286
1088,12.6256555784443,0.119428416666664,71.488029
1089,12.3442003037184,0.0824261666666679,71.337624
1090,12.423212137129,-0.0215668333333288,71.338473
1091,12.3886794245502,0.12516991666667,71.328952
1092,12.7179287378281,-0.0469502500000078,71.159851
1093,12.883667761621401,-0.17430658333333202,71.410687
1094,12.5982264988091,0.0393778333333354,71.42895
1095,12.1721280825658,-0.0295767500000016,71.390065
1096,12.449045598178301,0.025907083333337997,71.467409
1097,12.7045215228452,-0.0315039999999994,71.363438
1098,13.4126974239313,-0.10670008333332799,71.52681899999999
1099,14.065035919088599,0.220244500000003,71.487297
1100,13.7171993120528,0.157442749999999,71.17788
1101,13.4407216395956,-0.0416464166666692,71.21486
1102,13.642745237649699,-0.141513500000001,71.236636
1103,14.068997166092,-0.0932544999999969,71.457588
1104,14.0163656956323,-0.0847813333333356,71.421542
1105,14.0456869640579,0.162683666666664,71.57505400000001
1106,13.7385992155882,0.190657333333341,71.158988
1107,13.556185108759902,-0.289314166666662,71.30936
1108,13.494956873359198,-0.10213983333333501,71.583878
1109,13.2175895238438,0.0944223333333293,71.502404
1110,13.1674300067539,-0.0741250000000081,71.477662
1111,13.152142604153399,-0.0841556666666676,71.5927
1112,12.806664542639401,0.593495666666662,71.41674599999999
