Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²),Specimen mass (g)
,,205,77.1140247985994,0,0,-0.0440795833333224,-4.98637820512696,0,0,10.5260252995104,25.3711229449071,0.0488771098457541,24.4270625671742,24.8335804490404,0.00121379363947112,0.13730697279085,0.476694525658512,53.9247200971167,0.000243889239712714,0.0495728139635954,0.0495926358133738,6.62149116835439,51.3464648756607,100.508456
,,206,76.2219572806664,8.15072506946336,24.5315733164378,0.0826677499999953,9.35155542986372,0.00288816021408812,0.594285882103416,10.6026932905501,25.1328805789203,0.082439134098163,24.2001046847712,24.5996029945567,0.00202796997002983,0.229408367650434,0.478315407463262,54.1080777673373,0.00023875770653817,0.0491282767302519,0.0490371643487353,6.67080606843545,51.4693849055828,100.342276
,,207,76.7580862099944,4.03325762240404,13.501949910905,0.168236583333326,19.0312877073898,0.00139593660218513,0.293254074460362,10.6791833122954,25.2976397920495,0.0917455522454507,24.3610411452608,24.7589323487994,0.00227152192134836,0.256959493365199,0.480465153408951,54.3512616978452,0.000234847604501559,0.0493360635357881,0.0493591205819685,6.7200042109008,51.5902575473208,100.35717
,,208,76.7745112262551,4.14577811521329,10.7930445749698,0.163705500000011,18.5187217194582,0.00134752354550418,0.300149317195297,10.7559496110135,25.239174499689,0.0715361263424193,24.3042401886734,24.6991394279636,0.00176688075866784,0.199873388989574,0.482484354748959,54.5796781390225,0.000220597015778549,0.049136094046118,0.0493326403458615,6.76935009136471,51.7112962067958,100.036927
,,209,76.013443696506,0,0,-0.0768410833333277,-8.69243024132667,0,0,10.8323435884749,24.8896690618416,0.063842330964072,23.9672586400843,24.3577465055706,0.00155505531394761,0.175911234609458,0.484145322785267,54.7675704508221,0.00021530127990948,0.0484460072994143,0.0488123455334135,6.81842258430435,51.829395160167,100.084503
,,210,77.4246528960391,0,0,-0.0450304166666686,-5.09393853695346,0,0,10.9090626367712,25.4009116155269,0.0519280843336276,24.4579723197721,24.8515903844941,0.00129049548131078,0.145983651731988,0.485568098182896,54.9285178939928,0.000227048911725865,0.0495310711900542,0.0497493594293931,6.86770343678575,51.947917317958,100.125406
,,211,75.9209609995349,6.92331842092813,22.1867027329402,0.0969392499999901,10.9659785067862,0.00244574337453442,0.506028012739832,10.985735443719,25.1975268558286,0.0872577036562108,24.2610675006042,24.6483947294534,0.00215076232290395,0.243298905305877,0.487288727085004,55.1231591725117,0.000237088528419811,0.0490539760339847,0.0488602417865294,6.91700823739371,52.0650968896633,100.142909
,,212,74.7723999307036,6.31484029075658,18.5640466719002,0.104672166666661,11.8407428355951,0.00222600096445874,0.462229812658297,11.0610821241841,24.9342319386623,0.0796552305331462,24.0085462495084,24.394367755175,0.00194313898724882,0.219812102629957,0.48933567774008,55.3547146764796,0.000233000343951974,0.0483825959888688,0.0481307801216154,6.96550374834779,52.1749156801136,99.96381
,,213,75.8949850128488,13.2565694853961,30.535199861525,0.0506097500000043,5.72508484162945,0.00461512012751577,0.968005883512706,11.1364158166559,25.3015661488121,0.0624297317635466,24.3638908328222,24.7538918963337,0.00154537883119194,0.174816609863342,0.4910799366493,55.5520290327263,0.000233570075873561,0.0489905357631114,0.0488343587217465,7.01398631776947,52.2836423317176,99.955006
,,214,76.2216084084933,0,0,-0.0839848333333239,-9.50054675716333,0,0,11.2124741133665,25.3383623298088,0.0702873539849339,24.3976732621448,24.78286078988,0.00174192170909764,0.197049967092493,0.492723586919445,55.7379623212042,0.000233206479925843,0.0490231192034154,0.0490174977069357,7.06291224598381,52.3947388475071,99.878248
,,215,75.2042989663729,63.4528421675423,120.367185593743,0.0104771666666619,1.1851998491699,0.0209205317841872,4.5744071065098,11.288187067054,24.8953225609773,0.0517975338267686,23.9698830822682,24.3468553711517,0.00126110706466267,0.142659170210709,0.494225101306325,55.9078168898558,0.000219187898258128,0.047926825656066,0.0482928174155746,7.11156740354506,52.5031956607161,100.06573
,,216,75.714745059436,3.91939880185564,8.49489073574989,0.170770666666665,19.3179487179485,0.0012416545996764,0.283155327142501,11.3636465890669,25.1127035644442,0.0590644383949729,24.1796099560437,24.5609404512336,0.00145067815420448,0.164103863597792,0.495580993915759,56.06119840676,0.00021203818375647,0.0483546239863425,0.0486323873641163,7.16003000593491,52.6094749493836,99.841784
,,217,76.6879482637411,12.7807825394198,22.4452363154571,0.0530422499999948,6.00025452488629,0.00391077071637807,0.928901076168144,11.4398479357285,25.5257314158067,0.0476834172689209,24.5790980808802,24.9677121343695,0.00119054583595344,0.134677130763964,0.496901605910838,56.2105889039409,0.000207436078030785,0.0492710031073749,0.0492986092048484,7.20899550421939,52.7181932522049,99.78902
,,218,75.2578232166352,10.4627906194438,24.3464495524128,0.0635852500000063,7.19290158371111,0.00310935982240073,0.757711152758744,11.5158208214686,25.0637650421154,0.0631448031072515,24.1353993860363,24.5162706228302,0.00154807508140271,0.175121615543293,0.498270916369516,56.3654882770945,0.000197709421647325,0.0481792530759577,0.0483506971670366,7.25782015740533,52.8248661535259,99.713816
,,219,76.2242191279515,0,0,-0.0086479166666642,-0.978271116138484,0,0,11.5915618426409,25.6157295122678,0.0615821105651659,24.6674267060694,25.062415373908,0.00154339643458612,0.174592356853633,0.49981665212751,56.540345263293,0.000182961232464693,0.0490191520293432,0.0489967110510579,7.30649386151438,52.9295061307805,99.678493
,,220,75.5613924056474,0,0,-0.0569574999999958,-6.44315610859681,0,0,11.6674546484077,25.3616418901997,0.0734173113959051,24.4268385933687,24.823510374386,0.00182247539109578,0.206162374558346,0.501499588040351,56.730722628999,0.000188146400600128,0.0484602974138835,0.0485534580878026,7.35526894608381,53.0338847654897,99.720591
,,221,73.7117087234748,5.13303232402708,9.0323030987713,0.126944749999996,14.3602658371037,0.00155505769335921,0.36985073913729,11.7420911989723,24.6705691437432,0.0474721567057218,23.7661975562258,24.1531781651604,0.00114660345879771,0.129706273619651,0.502984127465298,56.898656953088,0.000197406410119056,0.0469506096170971,0.0473218932738531,7.40320662176464,53.13163438449,99.739445
,,222,75.5842023023055,9.74754782336303,25.3625759967868,0.0685469166666633,7.75417609351395,0.00319277617947353,0.705160606008144,11.8167391544852,25.3796529002675,0.0699869898613677,24.4481380251482,24.8407080622753,0.00173852638330366,0.196665880464215,0.504426692386349,57.0618430301299,0.00021885496270968,0.0483365852966541,0.0485591676678943,7.45114715223551,53.2285547499333,99.517942
,,223,75.519593888868,5.26705605425124,8.39743357362008,0.126748833333329,14.3381033182499,0.00175603089270959,0.383999389375759,11.8922910525808,25.5738433908796,0.0425295104812525,24.6346942329502,25.0265026896949,0.00106436490845047,0.120403270186705,0.505828138032226,57.2203776054554,0.000222574866948225,0.0486714746040883,0.0485746888248831,7.4997140804819,53.3286594286133,99.580638
,,224,73.4380209385759,3.53778664992641,7.47396786883303,0.183502333333333,20.7581825037707,0.00116363052018379,0.25806637190549,11.9667698599945,25.0218667930324,0.0560063841087306,24.1031295847988,24.4881108647653,0.00137149054318922,0.155145989048554,0.507046065758046,57.358152235073,0.000213528915591606,0.0473557813995252,0.0472375662035712,7.54762020799613,53.4230797321183,99.272698
,,225,71.8749249948233,0,0,-0.13597825,-15.3821549773755,0,0,12.0394263329612,24.7293199932711,0.0252429498818981,23.820484113604,24.1942425584103,0.000610734052332436,0.0690875624810448,0.508037178055806,57.4702690108378,0.000194413557976373,0.0466915416040535,0.0462768461921948,7.59437741419401,53.5085614798275,99.298479
,,226,74.0130685796276,0,0,-0.117356833333337,-13.2756598793367,0,0,12.1123703297484,25.4077540631936,0.0404614373212008,24.4702439694481,24.8518822543801,0.00100554287614946,0.113749194134555,0.508845316520047,57.5616873891456,0.000194393033083749,0.0477035025209002,0.0475945285054848,7.64131310154285,53.5945589811877,99.462698
,,227,72.2220816015454,4.61094943109847,10.2429653855364,0.138462416666661,15.6631693061834,0.00131381656201639,0.335450056920892,12.185487904839,24.7578094916751,0.0585798075022966,23.8425289532394,24.2108296627421,0.00141826574111432,0.160437301031032,0.510057220828679,57.6987806367284,0.000181914216233473,0.0464472255522358,0.046424569989917,7.68832265079055,53.6805634574405,99.468899
,,228,73.8462602445005,2.74843302308832,11.3536168320701,0.237517500000002,26.8684954751133,0.000795493982767443,0.200668976892306,12.258522075762,25.4045420300311,0.108551884682769,24.4662872926135,24.8423387009077,0.00269668268591124,0.305054602478647,0.512114695042192,57.9315265884833,0.000188943742051967,0.0476623937190185,0.0474949862324675,7.73528242890175,53.7654477007107,99.227776
,,229,72.2055760005254,0,0,-0.0238088333333325,-2.69330693815979,0,0,12.3315479938845,25.1262324469951,0.0505936804773128,24.1966201226367,24.5641410259565,0.0012427903022669,0.140587138265486,0.514084431536281,58.1543474588553,0.000195837857747437,0.0470262309396294,0.0465062509126933,7.78228304747433,53.8495545584478,99.080652
,,230,72.3603057446413,27.2460715065349,25.5710454843802,0.0234773333333287,2.65580693815935,0.00834360671567884,2.00995080765287,12.4038309347571,25.2857826642354,0.0242874467239522,24.3483343136953,24.718117360869,0.000600339958518503,0.0679117600134053,0.515005996666674,58.2585969079948,0.000195885636066192,0.0471882850948596,0.0466143558640671,7.82884335086271,53.9296997163353,99.206932
,,231,72.6892120913827,5.24379290695912,6.76092825909196,0.122539666666671,13.861953242836,0.00171542146954986,0.384082873922867,12.4763556936751,25.3455232782722,0.0334440028341969,24.4065059649506,24.7722110099593,0.000828481895226402,0.0937196714057016,0.515720407593546,58.3394126237043,0.000210207175071491,0.047065387342885,0.0467808108624511,7.87554093422597,54.0101978081175,99.016441
,,232,72.655751614263,7.73825192418241,12.9741147698248,0.0830002499999954,9.38916855203568,0.00250389359180634,0.562686765156031,12.549028175528,25.2139745829459,0.0437052996158102,24.2760472640535,24.6389975332545,0.00107685476942409,0.121816150387341,0.516673075925871,58.4471805346008,0.000207823794093313,0.0467031421796393,0.0467076079076973,7.92228514361104,54.0906386876205,98.995816
,,233,72.0348241409582,69.8717507120433,81.2307188963664,0.0091136666666678,1.0309577677226,0.0225368455512319,5.08737486856465,12.6213734634056,25.0112437687994,0.0302908545131391,24.0797247077219,24.4400399729283,0.000740309695115276,0.0837454406239,0.517581658158141,58.5499613301064,0.000205393298072102,0.0463646387604811,0.0463172731386148,7.9687975841342,54.1689848214831,98.8622
,,234,72.6519861539754,0,0,-0.0265187499999975,-2.99985859728478,0,0,12.693716868553,25.3153575626596,0.0219096812090641,24.3737306054898,24.7376385187841,0.000541993773811623,0.0613115128746179,0.518222809892604,58.6224898068557,0.000206336071891298,0.0469631029272571,0.0467436513433874,8.0153280463752,54.2466532844147,98.969007
,,235,71.9303037104339,0,0,-0.0697822500000006,-7.89391968325798,0,0,12.7660080134852,25.3837246987239,0.0396218790465795,24.4416390341565,24.8130700141712,0.000983140458875802,0.111214984035724,0.518985377008948,58.7087530553109,0.0002024795176659,0.0469388500211168,0.0463434963750162,8.0618716202344,54.3234383552564,98.911333
,,236,71.5915102542645,33.278095305545,28.1999166378203,0.0190175833333299,2.15131033182465,0.0103754983315657,2.45608664225485,12.8377689204676,25.3317115080473,0.021652300219932,24.394927279304,24.768466130865,0.000536294264652705,0.0606667720195367,0.519745094370712,58.7946939333385,0.000197316904145376,0.0467088323929601,0.0461217776526689,8.10810425724824,54.3973259341847,99.070655
,,237,70.9411763796291,2.06480785112062,2.7272783488911,0.303718333333326,34.3572775263944,0.000641085643767298,0.151976470939363,12.9090352637845,25.2044370033417,0.0336113826132931,24.2737153839212,24.6441642758746,0.000828324434661271,0.0937018591245782,0.520427403720369,58.8718782489106,0.000194709463248926,0.046158040459584,0.0456826858576991,8.15400648900343,54.4685032227196,98.837997
,,238,71.0025559168834,0,0,-0.0332681666666671,-3.76336726998496,0,0,12.9800071299328,25.2393605375224,0.0205812457406318,24.3063488244432,24.6768822388877,0.00050788097747118,0.0574525992614457,0.521095506426436,58.9474554781036,0.00021277808957439,0.0461349663051788,0.0457196304690037,8.19970764716678,54.5378450837513,98.61053
,,239,71.2139583783429,0,0,-0.24334633333333,-27.5278657616889,0,0,13.0511153870804,25.3650178928159,0.0299812133441009,24.4284383379724,24.800313771509,0.000743543498184256,0.0841112554507077,0.521721218664263,59.0182374054597,0.000226203124574312,0.0462719025308148,0.0458604010234076,8.24549766291298,54.6071773518009,98.874953
,,240,70.5119766573543,7.52385733450366,12.4296905723068,0.0828465833333259,9.37178544494637,0.00267906976481616,0.555074547186553,13.1219783545983,25.2081358008232,0.0417816918706889,24.2781340861936,24.6461392466608,0.00102975739580607,0.116488393190732,0.522607869111259,59.1185372297804,0.000221951776526636,0.0459860297296989,0.0454327226925544,8.29114422477096,54.6749098108261,98.967085
,,241,70.9486865969262,5.32353398700176,4.89599417758215,0.117813916666673,13.3273661387639,0.00175493138303848,0.392683335700754,13.1927086862254,25.4011559706783,0.0232298429869473,24.461731716956,24.8308286182688,0.000576816250038181,0.0652507070178937,0.523411155934181,59.2094067798847,0.000206755339717025,0.0462635617886398,0.0457062524760988,8.33671371235529,54.7415298183627,98.770281
,,242,69.9854955847634,17.5439217610664,29.5498897140305,0.0352641666666725,3.9891591251892,0.00551074870140943,1.28300248300841,13.2631757773162,25.014965014773,0.0426132159906189,24.0886194007506,24.453733698174,0.00104205223585736,0.117879212201059,0.524220590177128,59.3009717394942,0.000194331960664651,0.0452440133945633,0.0450229678951851,8.38207832254093,54.8065114765134,98.767313
,,243,69.9406206228456,0,63.7208439011504,0.00472333333332979,0.534313725489795,0.0412330104016222,9.59055375344454,13.33313883542,25.1094072218705,0.012262593724985,24.1807728649127,24.5441374619607,0.000300974786026208,0.0340469214961773,0.52489210368807,59.3769348063428,0.000194757252463516,0.0452993822287357,0.0450063872408331,8.42709300010894,54.8688840963788,98.690544
,,244,71.1542403455303,0,0,-0.025982916666661,-2.93924396681686,0,0,13.4036862659042,25.5556363780081,0.0186840918419525,24.6076045717082,24.9722892410705,0.000466584545683963,0.0527810572040682,0.525275883353925,59.4203487956929,0.000201535057107417,0.0458607785331883,0.0457546071820984,8.47247349732041,54.9331404340338,98.752359
,,245,70.3843145444365,6.56867346511174,7.69206224692372,0.0947219166666606,10.7151489441924,0.00218152144268594,0.480169751509037,13.4744555433492,25.3596094175174,0.0294056407626762,24.4164082767827,24.7777929761244,0.000728606879147875,0.0824215926637868,0.525873479066341,59.4879501206268,0.000206637892300631,0.0454825991882901,0.045279745797818,8.51799067381037,54.997777727956,98.707329
,,246,69.9258361347122,6.4790198990902,2.32857083568486,0.0954070833333382,10.7926564856717,0.00214842513852014,0.473949225485722,13.5446106186888,25.2688927764441,0.0090010817913158,24.3279924712103,24.6817168112068,0.000222162151767766,0.0251314651321002,0.526348863581799,59.5417266495248,0.00020497497622623,0.0452181132516874,0.0449890132875884,8.56312505335307,55.0593927588975,98.589798
,,247,69.8841788856527,8.87880482689249,5.3932346078685,0.0695787500000028,7.87089932126728,0.0028711064571941,0.65185517202222,13.614515626199,25.4004038039472,0.0151269564726854,24.452305224083,24.8070074869217,0.000375254522472245,0.0424496066145073,0.526647571918919,59.5755171853981,0.000199767998408502,0.0453552680503428,0.0449841310337031,8.60811162551372,55.119496462344,98.526719
